id,type,sub_type,name,description,year,lat,long,evacuated,homeless,injuries,deaths,insured_cost,homes_damaged,homes_destroyed,regions,url,severity,normalised_cost_2011
257,Natural,Cyclone,Cyclone Agnes,"On the 6 March 1956, Cyclone Agnes, the first Australian tropical cyclone tracked on radar, passed over Townsville, Ingham, Cairns, McKay and then into the interior. Many homes sustained roof damage and approximately 20 homes were left uninhabitable. As a result of Cyclone Agnes, four deaths occurred from inland flooding.  The 1956 estimated damage cost was &pound;2.5m in Cairns and an estimated damage cost of &pound;1million in Townsville.",1956,-19.25200272,146.82060240,0,0,0,4,$0.00,0,20,QLD,http://www.emknowledge.gov.au/resource/?id=257,"$12,000,000.00",$0.00
343,Natural,Cyclone,Rockhampton,"On 2 March 1949, a tropical cyclone made landfall over Gladstone and Rockhampton which resulted in widespread damage to 15 towns in the region. As a consequence there was severe flooding in central Queensland which left 300 people homeless and 1500 homes affected. The event resulted in four deaths.  Damage at the time of the event was estimated to have cost between &pound;300,000 and &pound;400,000.",1949,-23.66465187,150.82305910,0,300,0,4,$0.00,0,1500,QLD,http://www.emknowledge.gov.au/resource/?id=343,"$42,000,000.00",$0.00
434,Natural,Cyclone,Cyclone Nancy,"Tropical Cyclone Nancy crossed the coast in New South Wales at Byron Bay and moved seawards which brought about high winds and heavy rainfall. Subsequent flooding affected rivers in the central and south-east regions including the Albert, Nerang, Logan, Paroo, Bulloo and Mary. Reports stipulated some areas received 530 mm of rain over a 24 hour period.  There was extensive damage to infrastructure including houses, roads and buildings as a result of cyclonic winds that recorded wind gusts of up to 60 - 70 knots.  Cyclone Nancy dumped a large amount of rain on Newcastle, which increased the rate of movement in some structures and prompted the discovery of leaks in buildings that had previously been considered structurally sound after the December 1989 earthquake.  The Insurance Council of Australia estimated the 1990 damage caused by Cyclone Nancy at $33 million, with the 2011 estimated normalised cost of $197 million.",1990,-28.63967705,153.61393740,0,0,0,6,"$33,000,000.00",0,0,QLD,http://www.emknowledge.gov.au/resource/?id=434,"$215,000,000.00","$197,000,000.00"
386,Natural,Cyclone,Cyclone Tracy,"Tropical Cyclone Tracy struck Darwin in the early hours of 25 December 1974, and was rated a Category 4 Tropical Cyclone. Before the failure of instruments, the wind gauges registered speeds of 217 km per hour.  The cyclone caused massive building and infrastructure damage to all power, water, sanitation and communications as well as huge commercial and industrial losses. Over 80 per cent of all buildings were destroyed or seriously damaged.  The cyclone resulted in the death of 71 people, which included 22 who were lost at sea.  Tropical Cyclone Tracy caused the largest ever evacuation and reconstruction operations in peacetime Australia. A total of 35,362 people (of the approx 47,000 population) were evacuated; 25,628 by air (15,950 in civilian aircraft and 9,678 in military aircraft) and the remaining 9,734 by road, to southern cities for many months.  By 1978, it was estimated that Darwin had regained the population level it had in December 1974.  The Insurance Council of Australia estimated the 1974 damage at $200 million, with the 2012 estimated normalised cost of $4090 million.",1974,-12.46484184,130.83761600,35362,41000,650,71,"$200,000,000.00",200,5000,NT,http://www.emknowledge.gov.au/resource/?id=386,"$12,264,200,000.00","$4,090,000,000.00"
271,Natural,Cyclone,Cyclone Hazel,"Tropical Cyclone Hazel formed off the north-west Kimberley coast and reached maximum gusts of 137 km per hour at Carnarvon.  The cyclone caused an estimated $20 million worth of damage including $5 million to wharf and salt loading equipment at Cape Cuvier and $2 million to the banana crop in Carnarvon. A crew of 15 on a Taiwanese fishing boat was lost in heavy seas, 230 km north of Barrow Island. Considerable damage also occurred to buildings, trees, pasture and stock feed in the northern agricultural area especially around Geraldton.  The Insurance Council of Australia estimated the 1979 damage at $15 million, with the 2011 estimated normalised cost of $202 million.",1979,-24.88456726,113.62918850,0,0,5,15,"$15,000,000.00",0,0,WA,http://www.emknowledge.gov.au/resource/?id=271,"$249,500,000.00","$202,000,000.00"
303,Natural,Cyclone,Cyclone Ada,"On 17 January 1970, Tropical Cyclone Ada moved through the Whitsunday Island group. Day Dream Island was the worst affected with its resort destroyed. On Hayman Island 75 per cent of buildings were destroyed. Heavy rains and flooding brought havoc and dislocation of traffic and communications in the coastal strip between Bowen and Mackay. Shute Harbor, Airlie Beach and Cannonvale received damage of up to 80 per cent of buildings.  Fourteen people died as a result of the category four cyclone.  The Insurance Council of Australia estimated the 1970 damage at $12 million, with the 2012 estimated normalised cost of $1001 million.",1970,-20.26155281,148.98045350,0,0,0,14,"$12,000,000.00",0,0,QLD,http://www.emknowledge.gov.au/resource/?id=303,"$1,043,000,000.00","$1,001,000,000.00"
237,Natural,Cyclone,Cyclone Bobby,"Cyclone Bobby travelled south along the west coast of Australia and passed near Onslow. It caused considerable damage to homes and buildings bringing heavy rains which flooded roads, damaged bridges, and caused damage to crops. The mining industry was severely affected.  The cyclone moved slowly and erratically along the Pilbara coast crossing just to the east of Onslow. The highest recorded wind gust was 183 km per hour at Onslow. A gust of 166 km per hour was recorded on Varanus Island off the Western Australian coast. Very heavy rainfall accompanied Bobby, with more than 400 mm of rain falling in the Onslow area.  Very minor property damage was reported from the Karratha area. Approximately 20 houses at Onslow sustained superficial roofing damage. Pastoral stations along the track between Onslow and Gascoyne Junction reported property damage.  Seven lives were lost when two fishing trawlers sunk off the coast from Onslow, and a motorist drowned while attempting to cross a flooded creek at Canarvon.  The Insurance Council of Australia estimated the 1995 damage at $11 million, with the 2012 estimated normalised cost of $48 million.",1995,-21.63766289,115.11493680,0,0,0,8,"$11,000,000.00",20,0,WA,http://www.emknowledge.gov.au/resource/?id=237,"$72,000,000.00","$48,000,000.00"
458,Natural,Cyclone,Cyclone Alby,"Tropical Cyclone Alby formed north- west of Port Hedland and was detected on 27 March 1978. The cyclone passed close to the south-west corner of Western Australia on 4 April 1978, killing five people and causing widespread but mostly minor damage to the south-west. Storm surges and large waves caused coastal inundation and erosion from Perth to Busselton, while very strong winds caused fires that burned hectares of forest and farming land. In terms of damage it is estimated that 'Alby' was the most devastating storm on record to affect the south-western areas of Western Australia.  The Insurance Council of Australia estimated the 1978 damage at $13 million, with the 2011 estimated normalised cost of $265 million.",1978,-20.31162643,118.57525630,0,20,0,5,"$13,000,000.00",0,0,WA,http://www.emknowledge.gov.au/resource/?id=458,"$282,000,000.00","$265,000,000.00"
448,Natural,Cyclone,Cyclone Larry,"Severe tropical Cyclone Larry crossed the tropical north Queensland coast near Innisfail during the morning of 20 March 2006. Between Babinda and Tully, damage to infrastructure and crops was extensive, with the total estimated loss upwards of half a billion dollars.  In north-west Queensland, heavy rainfall from the cyclone caused several townships to be isolated for a number of days and, as a result, food drops were required and emergency supplies had to be delivered by helicopter. The banana industry in the region was almost wiped out, losing about 200,000 tonnes of fruit, worth about $300 million, representing approximately 80 percent of Australia's banana crop. The storm also destroyed at least $15 million worth of avocados.  The Insurance Council of Australia estimated the 2006 damage at $540 million, with the 2011 estimated normalised cost of $609 million.",2006,-17.51965332,146.07284550,0,0,30,0,"$540,000,000.00",10000,0,QLD,http://www.emknowledge.gov.au/resource/?id=448,"$624,000,000.00","$609,000,000.00"
12,Natural,Cyclone,Cyclone George,"Tropical Cyclone George formed on 3 March 2007 in the Joseph Bonaparte Gulf. By the time it crossed the coast, 50 km north-east of Port Hedland on 8 March, it had intensified from a Category 3 to a Category 5 tropical cyclone.  Winds generated by Tropical Cyclone George reached 154 km per hour at Port Hedland before the equipment failed. Temporary accommodation at a railway camp was severely damaged with some units breaking into pieces, causing greater damage. Of the 230 workers seeking shelter at the camp, which was 120 km south of Port Hedland, two died and 22 were injured. Damage was also reported at 3 mining camps, where 1000 people were cut off from rescuers by 275 km per hour winds.  An emergency situation was declared under the Emergency Management Act on 9 March to assist areas impacted by TC George, including the local government districts of Port Hedland, Roebourne and Ashburton.  Gas and oil production facilities in the region were closed for up to seven days as a result of the cyclone. The Insurance Council of Australia estimated the 2007 damage at $8 million, with the 2011 estimated normalised cost of $12 million.",2007,-20.31162643,118.57525630,0,0,20,3,"$8,000,000.00",0,0,WA,http://www.emknowledge.gov.au/resource/?id=12,"$31,000,000.00","$12,000,000.00"
41,Natural,Cyclone,Cyclone Winifred,"Tropical Cyclone Winifred registered as a category three cyclone and recorded wind gusts up to 175 km per hour, near Cowley Beach south of Innisfail. Damage and disruption extended from north of Cairns to Cardwell and inland on a narrow front to Ravenshoe. The areas that suffered flooding were between Babinda and Tully.  The tide gauge at Clump Point recorded a storm surge of 1.6 m, wave run-up on beaches was approximately 2 m above the astronomical tide. Significant 24 hour rainfalls during the period were Topaz 304 mm, Ravenshoe 373 mm, Tully 212 mm, lnnisfail 221 mm and Babinda 251 mm. There were three deaths.  The Insurance Council of Australia estimated the 1986 damage at $40 million, with the 2011 estimated normalised cost of $205 million.",1986,-17.69570732,146.11404420,0,0,0,3,"$40,000,000.00",0,0,QLD,http://www.emknowledge.gov.au/resource/?id=41,"$214,000,000.00","$205,000,000.00"
128,Natural,Cyclone,Cyclone Althea,"On 24 December 1971, Tropical Cyclone Althea swept across Townsville resulting in three deaths. On Magnetic Island 90 per cent of the houses were damaged or destroyed. Two tornadoes damaged trees and houses at Bowen. There was major flooding in Burdekin, resulting in a storm surge measuring 2.9 m in the Townsville Harbour ,and a 3.66 m storm surge north at Toolakea. Although the Toolakea storm surge occurred at low tide, the surge and large waves caused extensive damage along the Strand and at Cape Pallarenda.  The Insurance Council of Australia estimated the 1971 damage at $25 million, with the 2012 estimated normalised cost of $648 million.",1971,-19.25200272,146.82060240,0,0,25,3,"$25,000,000.00",1000,0,QLD,http://www.emknowledge.gov.au/resource/?id=128,"$669,500,000.00","$648,000,000.00"
552,Natural,Cyclone,Cyclone Aivu,"On 4 April 1989, Cyclone Aivu crossed the North Queensland coast near the Burdekin River between Townsville and Bowen.  On 31 March a tropical low developed south-east of Papua New Guinea. It moved slowly west-southwest and the system deepened reaching tropical cyclone intensity on 1 April. Cyclone Aivu tracked south-east and then south-west at 15-20 km per hour and continued to intensify for some days. The cyclone then weakened but maintained severe tropical cyclone intensity when reaching land south of Townsville. Upon reaching the land, the central pressure was 957 hPa with wind gusts to 200 km per hour and a storm surge of up to 3 m. A person drowned in the accompanying storm surge south of the Burdekin River. The system continued to move west-southwest after landfall and degenerated into a rain depression during the next six hours losing identity two days later.  Cyclone Aivu produced record and near record April rainfall totals over large parts of the coastal and central interior districts of Queensland and some parts of New South Wales. The maximum total recorded rainfalls inland from Mackay over 24 hours were 581 mm. Severe local flooding occurred between Townsville and Mackay during 4 April with a flood peak at Mackay of 7.8 m on 5 April; the major flood peak measured 13.2 m on the Pioneer River upstream from Mackay.  In northern New South Wales, flooding occurred as a result of this cyclone and two people drowned in associated flood waters.  The Insurance Council of Australia estimated the 1989 damage at $26 million, with the 2011 estimated normalised cost of $138 million.",1989,-19.64258766,147.59033200,0,0,0,3,"$26,000,000.00",0,0,NSW;QLD,http://www.emknowledge.gov.au/resource/?id=552,"$147,000,000.00","$138,000,000.00"
345,Natural,Cyclone,Cyclone Vance,"Cyclone Vance developed off the coast of Darwin between 17 and 18 March, intensifying as it tracked to the west south-west then to the south before crossing the coast near Exmouth on 22 March as a Category 5 system. Wind speeds were recorded at 267 km per hour at Learmonth and 174 km per hour at Onslow. By the 23 March at 4 am it was near the town of Mount Magnet and was moving southeast at 50 km per hour.  Cyclone Vance was downgraded to Category 1 and passed to the northeast of Kalgoorlie on the 23 March 2011 at approximately 3 pm.  The storm surge associated with Cyclone Vance caused severe erosion of the beachfront and marina at Exmouth and stranded three large barges on the edge of Beadon Creek at Onslow. The storm surge at Exmouth was measured at 3.5 m which resulted in a storm tide of 4.9 m.  Severe structural damage occurred to approximately 10 per cent of buildings in Exmouth; many more experienced less obvious damage due to the intrusion of rainwater. Other damage was recorded in the far west of Pilbara, including damage in the town of Cue. Water and power supplies throughout the Gascoyne and Goldfields were disrupted and many homesteads sustained wind or flooding damage. The main rail and road links to the eastern states were cut.  The Insurance Council of Australia estimated the 1999 damage at $35 million, with the 2011 estimated normalised cost at $108 million.",1999,-12.46484184,130.83761600,0,0,0,0,"$35,000,000.00",200,112,WA,http://www.emknowledge.gov.au/resource/?id=345,"$108,000,000.00","$108,000,000.00"
544,Natural,Cyclone,Cyclone Tessi,"A tropical low in the northern Coral Sea deepened into tropical Cyclone Tessi on 2 April and crossed the coast near Bambaroo and Crystal Creek (80 km north of Townsville) early on 3 April as a category 2 cyclone. Winds unroofed buildings, uprooted trees and power lines fell in the area between Ingham and Ayr. Approximately 70 per cent of Townsville lost power.  Heavy rain caused landslides on Townsville's Castle Hill destroying two homes and requiring the evacuation of another 50. Townsville Airport reported a record April wind gust of 130 km per hour and a daily rainfall total of 271.6 mm.  Although damage was widespread, the impact was considered minor.  The Insurance Council of Australia estimated the 2001 damage at $15 million, with the 2011 estimated normalised cost of $41 million.",2000,-18.86470795,146.29943850,0,0,0,0,"$15,000,000.00",0,0,QLD,http://www.emknowledge.gov.au/resource/?id=544,"$41,000,000.00","$41,000,000.00"
616,Natural,Cyclone,Cyclone Herbie,"Cyclone Herbie occurred 21 May 1988 in the Carnarvon and Denham area rapidly accelerating to the south-east at speeds reaching 75 km per hour before passing over Denham in the early morning.  The cyclone caused structural damage along the coast from Carnarvon to Denham along with damage to banana plantations at Carnarvon and the grounding of a 30,000 ton freighter, the Korean Star, near Cape Cuvier. A storm surge of around 2 m occurred at Denham, inundating the foreshore. Several fishing vessels were stranded along the main street when water levels subsided. As the cyclone moved inland, severe dust storms occurred on its northern side, while by contrast rainfall totals greater than 100 mm caused flooding. The Greenough and Irwin Rivers burst their banks flooding houses, especially in Dongara.  The Insurance Council of Australia estimated the 1988 damage at $20 million, with the 2011 estimated normalised cost of $117 million.",1988,-24.88456726,113.62918850,0,0,0,0,"$20,000,000.00",0,0,WA,http://www.emknowledge.gov.au/resource/?id=616,"$117,000,000.00","$117,000,000.00"
