id,type,sub_type,name,description,year,lat,long,evacuated,homeless,injuries,deaths,insured_cost,homes_damaged,homes_destroyed,regions,url,severity,normalised_cost_2011,cost_2011_text
131,Natural,Bushfire,Ash Wednesday,"Prior to the events on Ash Wednesday a ten month drought had dried the eastern Australian forests out. On 16 February itself, there was low humidity, heat wave conditions and strong to gale force winds. Temperatures varied between high thirties and mid forties over most of eastern South Australia and Victoria with relative humidity generally less than 15 per cent.  The Victorian bushfire season had started in November 1982. There were 854 bushfires reported at this time including, Ballan, Mount Macedon on 1 February, Cann River and Mount Donna Buang.  On early Ash Wednesday morning there were 104 fires already burning in Victoria most controlled or contained, it was only after 2.00 pm that the situation exploded.  The Victorian fires formed several complexes.  1. Western district near Warrnambool. This fire started from a defective private power line. The resulting fire front was kilometres wide and moving at frightening speed. A cool change came through at 5.00 pm and the wind changed to the south-west. The fire headed toward the town of Terang. The fire passed the town to its north and was brought under control the next day. In total nine people died, 50,000 hectares burnt, 157 houses destroyed and 19,300 livestock was lost.  Another person died near Branxholme from a smaller fire caused by power line fault.  2. East Trentham - Macedon fire complex. This fire began around 2.00 pm near East Trentham due to two powerlines touching and sparking. The fire moved to the Wombat State Forest and burnt much of Bullengarook. The fire stalled for a while but upon wind change to the south-west the fire picked up again and headed toward Woodend with a 7 m fire front at 8.30 pm. It reached Macedon where people and animals sheltered in the Hotel protected by volunteers. The rest of the town was annihilated. After reaching the top of Mount Macedon it was controlled in an area that was previously burnt on 1 February. Seven people died, 20,000 hectares burnt, 200 homes destroyed in Macedon, 150 on Mount Macedon, 50 in Bullengarook and 20 in Woodend.  3. Otways complex. The fire broke out approximately 3.00 pm at Deans Marsh and moved toward Lorne eventually onto the ridges above the town on and down to the sand dunes with many people taking refuge in the sea. The fire moved to Aireys Inlet where the fibro houses were hit by walls of flame and a gigantic firestorm. The fire moved at extraordinary speed and next hit was Anglesea, where houses were lost but the main part of town was saved. The fire burnt on through the night toward Jan Juc and Torquay and was eventually contained early morning near Bellbrae. Three people were killed and 578 houses and other buildings were lost.  4. Upper Beaconsfield - Cockatoo complex. This fire began in Belgrave Heights south of Mount Dandenong. Half an hour later 10 km away, a fire started in Cockatoo and remained static until later that night. The first fire moved 15 km toward Berwick and Pakenham and firefighters were just beginning to gain control when the wind change came through at 8.30 pm redirecting the fire towards Upper Beaconsfield. Firefighters were caught in terrible circumstances leading to deaths. The Cockatoo fire began to flare at 7.30 pm. The fire went right through the town of Cockatoo as fire trucks had been called away to other fires. There were reports of women and children being sheltered and saved at a local kindergarten. The kindergarden building was later recorded by Heritage Victoria as a building of significance to be protected. In total, 27 people died, 100 were injured and 535 houses and buildings destroyed.  5. Warburton complex. This fire erupted in the foothills of mountain ash forests. The fire began in Millgrove at 7.30 pm and quickly progressed to Warburton. Approximately 200 people took shelter at the local oval and a creek in underground tunnel. Thirty houses were destroyed.  In Victoria in summary, 47 people died, 150,000 hectares burnt, 1620 houses burnt and more than 1500 other buildings were destroyed and 32,400 livestock lost.  South Australia  Major fires were burning by noon on Ash Wednesday, particularly in the Adelaide Hills, Clare Valley 120 km north of Adelaide, and around Mount Gambier, the south-east of the state. By 3.00 pm the situation was extreme. The cold front then hit with winds at 90 to 100 km per hour and the intensity of the fires worsened again. By 9.00 pm rain began to fall and the fires in the Adelaide hills came under control. The fires near Mount Gambier took longer. In total 28 people died, including three CFS volunteer fire fighters, more than 1500 people injured, 383 homes and 200 other buildings destroyed and 160,000 hectares burnt.  The Insurance Council of Australia estimated the 1983 damage for Victoria at $138 million and South Australia at $38 million with the 2011 estimated normalised cost of $1489 million for Victoria and $307 million for South Australia.   ",1983,-37.40233612,144.58711240,0,9000,1500,75,"$176,000,000.00",0,2000,VIC;SA,http://www.emknowledge.gov.au/resource/?id=131,"$3,671,000,000.00","$1,796,000,000.00","$1,796m"
347,Natural,Bushfire,Sydney and Southern Regions,"A number of fires caused significant damage to areas in and around the Sydney region. The fires destroyed approximately 60,000 ha of land including a pine forest.  On 9 January, three firefighters died when their tanker was overrun by fire at an incident near Grays Point.",1983,-34.05809784,151.08145140,0,0,0,3,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=347,"$9,000,000.00",$0.00,Not known
140,Natural,Bushfire,Lara and Melbourne Fringe,"On 8 January 1969 a total fire ban day was declared with 230 fires breaking out burning more than 324,000 hectares. Twenty-one of these fires were highly destructive. The worst fires were on the urban fringe of Melbourne and several were serious grass fires. There had been a fire on the previous day at Anakie near the Geelong - Ballan Road. The fire was quickly extinguished though it broke out again early Wednesday. The terrain being flat grassland went up and the fire moved quickly in the direction of Lara where it destroyed a 90 year old gothic church and 40 houses. Seventeen people abandoned their cars and tried to outrun the fire when it crossed the highway, all died. This event was a catalyst in changing guidelines recommending people are safer staying in a car when fire is upon them. The fire burnt to the edge of suburban Melbourne including Altona, Diamond Valley and Kangaroo Ground. In total 23 people died, 100 were injured, and 230 homes and 21 buildings were destroyed.",1969,-38.02359390,144.40786740,0,800,100,23,$0.00,0,230,VIC,http://www.emknowledge.gov.au/resource/?id=140,"$199,000,000.00",$0.00,Not known
151,Natural,Bushfire,Blue Mountains and Illawarra,"During the period 15 October until 3 December, a bushfire damaged the Blue Mountain region. Winds recorded up to 100 km per hour, intensified the fire front. Due to an unusually dry spring, conditions allowed the fire to burn for approximately four weeks. Widespread damage was caused to infrastructure, houses and buildings. A total of 1,500,000 ha were burnt and 14 people died.  Other areas affected included; Valley Heights, Warrimoo, Blaxland and Emu Plains. The damage bill was estimated at approximately &pound;1,500,000.",1968,-33.59318924,150.53564450,0,0,0,14,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=151,"$42,000,000.00",$0.00,Not known
129,Natural,Bushfire,Australian Capital Territory and South-West New South Wales,"From October 1951 to January 1952, there were 11 reported deaths when approximately 5000 fires burned 4.5 million hectares of western New South Wales. Fires were estimated to have cost &pound;6 million at the time. November saw 371,000 hectares of cypress pine forest and bush burned in the Pilliga area, and 266,000 hectares of grass-land burnt in the Dubbo / Forbes district. In January 1952, 330,000 hectares were burned out at Mangoplah near Wagga Wagga. Two people died and 10,000 hectares were burnt in the Australian Capital Territory with fires bearing down on the urban areas of Canberra.",1951,-35.11680222,147.36163330,0,0,0,13,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=129,"$39,000,000.00",$0.00,Not known
125,Natural,Bushfire,Widespread Victoria,Throughout January 1906 fires raged across Victoria. Temperatures were extraordinarily high with Mildura reaching 51 &ordm;C.  Fires continued to burn in Central Victoria until mid February. Several court prosecutions were made against people accused of deliberately lighting the fires with some convictions made.  Approximately 56 homesteads were completely burnt out.,1906,-38.60105896,146.30052190,0,0,0,12,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=125,"$36,000,000.00",$0.00,Not known
282,Natural,Bushfire,Black Thursday Victoria,"The Victorian bushfire known as 'Black Thursday' occurred on 6 February 1851 when one of the states worst bushfires reached its peak. Fires had been burning for some weeks but Black Thursday was extremely hot and windy and the fires raged out of control from Barwon Heads, Victoria to Mount Gambier, South Australia. Approximately 12 deaths were caused by this fire, 5 million ha of Victoria burnt, or one quarter of the entire land mass of the state. Losses included one million sheep and thousands of cattle, much property loss and destruction of communities. Some of the areas the fire was located include the Wimmera, Portland, Gippsland, Plenty Ranges, Westernport, Dandenong and Heidelberg.",1851,-38.26670456,146.74121090,0,100,0,12,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=282,"$46,000,000.00",$0.00,Not known
295,Natural,Bushfire,Gippsland February 1932,"On Friday 4 February 1932, fires swept across the mountains and timber settlements from Warburton through to North Gippsland. The small town of Gilderoy between Yarra Junction and Powelltown was completely destroyed and there were big losses in the timber industry. One person died near Powelltown. After a long fight to save it, Noojee survived because of a change in wind direction. At Erica in North Gippsland six people died. Two firefighters were killed near Warragul. Eventually heavy rain put out most of the fires.",1932,-37.02452850,145.13691710,0,0,0,9,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=295,"$27,000,000.00",$0.00,Not known
351,Natural,Bushfire,Gippsland February 1965,"Three people died in bushfires in Victoria, which started in February near Seymour, and burnt until mid-March in Gippsland and coastal areas of Victoria. The fires burnt approximately 300,000 hectares of forest and 15,000 hectares of grassland. Over 60 buildings and 4000 livestock were destroyed.",1965,-37.02452850,145.13691710,0,0,0,3,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=351,"$9,000,000.00",$0.00,Not known
330,Natural,Bushfire,Central Western New South Wales and Southern Queensland,"In northern New South Wales in October 1926, severe drought and high temperatures brought about a fire that covered the area from Brisbane to Murwillumbah and Glenn Innes. There was much damage to rainforest, homes and stock.  On 6 December 1926, the central west of New South Wales exploded into fire with Dubbo reaching over 40 degrees, almost cyclonic winds at Forbes, and Cowra near the point of being evacuated. Eight people died in these fires, many were injured and hundreds lost everything. It was estimated 2 million ha were burnt in these fires. The losses to the Parkes district alone were at &pound;1,000,000. The fires lasted until 17 December after which there was widespread rain. Fires occurred in southern New South Wales as well with Wagga Wagga experiencing the worst ever reported fires in early December 1926. Fires also approached Pambula and Eden. Brisbane experienced extensive fires from October 1926 to November 1926 despite experiencing heavy rainfall.",1926,-33.15795898,148.05209350,0,0,0,8,$0.00,0,0,QLD;NSW,http://www.emknowledge.gov.au/resource/?id=330,"$24,000,000.00",$0.00,Not known
320,Natural,Bushfire,Longwood District,"A major grass fire near Longwood, in Northern Victoria, burnt six houses and 100,000 acres. Seven people died while undertaking a late evacuation.",1965,-36.80660629,145.42556760,0,0,0,7,$0.00,0,6,VIC,http://www.emknowledge.gov.au/resource/?id=320,"$21,000,000.00",$0.00,Not known
196,Natural,Bushfire,Central Victoria and Alpine Fires,"On 14 January 1985 a significant number of bushfires started in Victoria predominantly from lightning strikes. A major fire in Central Victoria burnt 50,800 hectares of land, including 17,600 hectares of Crown Land. Three people died and over 180 houses, 500 farms and 46,000 livestock were destroyed as a result of the fire. Areas affected including Avoca, Maryborough, and Little River. A large number of fires also started in the Victorian alpine areas, the largest at Mt Buffalo burning 51,400 hectares. Overall, 111 fires started on public land on and it took two weeks to bring the fires under control.",1985,-37.04653931,143.73696900,0,600,0,3,$0.00,0,180,VIC,http://www.emknowledge.gov.au/resource/?id=196,"$69,000,000.00",$0.00,Not known
5,Natural,Bushfire,Sydney and Southern New South Wales,"The summer of January 1939 was a period of extreme weather conditions across Australia. Scorching temperatures created ideal conditions for bushfires. The notorious 'Black Friday' bushfires had a devastating impact on Victoria however, New South Wales was also badly affected by fire during the same period. The mercury reached 45.3C in Sydney and subsequent fires erupted across the state in towns including Port Hacking, Palm Beach, Nowra, Mittagong, Goulburn, Braidwood, Bega, Parramatta, Lidcombe, Bathurst, Windsor, Castle Hill, Pennant Hills, Petersham, Earlwood, Croydon, Katoomba and other areas around the Blue Mountains.  The bushfires had a devastating impact on infrastructure, including roads and railway lines. There was also a significant loss to farms and livestock and approximately fifty houses were completely destroyed by fire. Six individuals lost their lives as a direct result of the fires.  It was estimated that the 1939 damage was approximately &pound;300,000.",1939,-34.42498398,150.89312740,0,0,0,6,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=5,"$18,000,000.00",$0.00,Not known
210,Natural,Bushfire,Linton (near Ballarat),"On 2 December 1998, a fire six km north of Linton and 30 km west of Ballarat in Western Victoria, burnt 660 hectares of public and private land. In the evening two CFA fire trucks became surrounded by fire. The crew managed to save themselves in one of the trucks however the other was destroyed by fire and the crew of five volunteer firefighters died.  A Coronial Inquest was undertaken and after a lengthy review process a report was produced on 11 January 2002 detailing 55 recommendations.",1998,-37.68438339,143.56335450,0,0,0,5,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=210,"$15,000,000.00",$0.00,Not known
239,Natural,Bushfire,Saltern Creek,"From 16 September to the end of December 1918, fire spread throughout an area near Charleville, Blackall, Barcaldine, Hughenden and Longreach. Five lives were lost near Saltern Creek.",1918,-23.44151306,144.24842830,0,0,0,5,$0.00,0,0,QLD,http://www.emknowledge.gov.au/resource/?id=239,"$15,000,000.00",$0.00,Not known
336,Natural,Bushfire,Sydney and Region,"In December 1979, New South Wales experienced its driest period since 1972. A heatwave combined with dry conditions caused the outbreak of fires in the first week of December. In the following weeks a number of incidents were reported in towns such as Duffys Forest, Lucas Heights, Terry Hills, Ingleside, Belrose, Elanora Heights, Lithgow, Mount Wilson, Mount Tomah and Grose Valley. A number of these fires were deliberately lit by arsonists.  The fires caused widespread damage to millions of hectares of land. Critical infrastructure including communication equipment, roads, property fencing and railways were damaged or destroyed. Twenty-eight homes were destroyed, 20 homes were damaged. Five deaths were attributed to the fires.",1979,-33.67171860,151.19499210,0,0,0,5,$0.00,20,28,NSW,http://www.emknowledge.gov.au/resource/?id=336,"$15,000,000.00",$0.00,Not known
518,Natural,Bushfire,Sydney and Wollongong,"On the 3 November 1980 at approximately 5 am, firefighters responded to a fire incident near Waterfall New South Wales. A fire tanker was trapped by the blaze, which had spread up from a nearby gully and was out of control. The five firefighters aboard the vehicle were subsequently killed.",1980,-34.13113022,150.99334720,0,0,0,5,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=518,"$15,000,000.00",$0.00,Not known
469,Natural,Bushfire,Cootamundra and Deniliquin Regions,"In January 1987 the south-west region of New South Wales experienced serious bushfires. On January 16 the township of Cootamundra experienced a severe fire which burnt an area of approximately 19,000 ha. Other towns that were affected included, Deniliquin, Gundagai, Bethungra Hills, Frampton, Brawlin and Muttama.",1987,-34.63893127,148.02438350,0,0,20,3,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=469,"$19,000,000.00",$0.00,Not known
476,Natural,Bushfire,"Sydney, Hunter, Pilliga","During mid November 1997 New South Wales experienced several serious bushfires that threatened many communities in and around the Sydney region. Major areas that were affected included Burragorang, Piliga, Hawkesbury, Hunter, Shoalhaven, Central Coast and Sydney's south, in particular Menai. In total twenty local government areas were affected.  The bushfires caused widespread damage to the affected regions destroying around 500,000 ha. Approximately 5000 firerfighters were utilised to control the fires and sixty fixed wing aircraft were involved with various projects. The fires destroyed ten houses and four firefighters lost their lives.",1997,-30.34799194,148.89015200,0,0,0,4,$0.00,0,10,NSW,http://www.emknowledge.gov.au/resource/?id=476,"$12,000,000.00",$0.00,Not known
3159,Natural,Bushfire,Mt Ku-ring-gai,"On 7- 8 June 2000, a routine control burn at Chase National Park, Mount Ku-ring-gai, north of Sydney, took place to reduce the risk of bushfire damage to nearby residential properties. The burn was undertaken by National Park Wildlife Service officers. On 8 June, the fire suddenly flared and of the seven staff members, three lost their lives and four others were seriously injured with one person later dying in hospital as a result of injuries sustained.  A full coronial investigation took place to determine the cause of the incident. The Coronial Inquiry began on Monday 16 July 2001, and the Coroner gave her findings on Friday 14 December 2001. Seventeen recommendations were made by the Coroner including implementing a more stringent control burn planning process, providing staff with better equipment, communications and knowledge of topographical conditions.",2000,-33.65177917,151.13308720,0,0,3,4,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=3159,"$13,500,000.00",$0.00,Not known
87,Natural,Bushfire,New South Wales and Other States,"During the summer between 1974 and 1975, Australia experienced its worst bushfire season in 30 years. Approximately 15 per cent of Australia's physical land mass sustained extensive fire damage. This equates to roughly around 117,000,000 ha.  New South Wales was badly affected and there was widespread damage to infrastructure, including communications, roads, railways and property fencing. There was also significant damage to agriculture and horticulture industries, as famers lost crops and livestock to the fires. The areas affected included Cobar Shire, Balranald, Glendale and regions around the Lower Hunter. Three people lost their lives in New South Wales. The overall damage cost was estimated at approximately $5 million.",1974,-31.49797058,145.83819580,0,0,0,3,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=87,"$9,000,000.00",$0.00,Not known
498,Natural,Bushfire,Boorabbin National Park,"At approximately 3 pm on 28 December 2007, a fire began on the north side of the Great Eastern Highway, 80 km west of Coolgardie. It was a hot, dry and windy day, with Southern Cross and Kalgoorlie registering maximum temperatures of 37.4 &deg;C and 41.7 &deg;C, creating extreme fire weather conditions. The fire spread rapidly in a northerly direction in the Boorabbin National Park.  On 30 December 2007, a strong northerly wind change caused breakaways from the containment lines and the fire crossed the Great Eastern Highway from north to south. Roadblocks were established; however several escorted convoys of vehicles were permitted to travel through the fire area.  A convoy of vehicles from Coolgardie arriving at the eastern side of the fire, without an escort, drove into the fire area. Several trucks were engulfed in flames, resulting in three deaths.  The highway remained closed until containment lines were completed and a fall-back strategy was implemented on 9 January 2008. The final size of the fire was 39,630 ha.  An inquiry into the deaths found three dominating causes - the expectations of fire behaviour in shrubland fuels at night; the procedures for managing road blocks; and the strategic assessment of the fire's potential; but concluded that there were many complex, interacting contributing factors and extenuating circumstances that lead to the incident outcomes.",2007,-31.23159218,120.18047330,0,0,0,3,$0.00,0,0,WA,http://www.emknowledge.gov.au/resource/?id=498,"$9,000,000.00",$0.00,Not known
542,Natural,Bushfire,Narollah Station,"On 14 November 1954, a bushfire at the Narollah station, 60 miles south of Hughenden occurred. Three people fighting the fire became trapped as a gust of wind blew flames encircling them. They were all severely burned and died in hospital approximately two days later.",1954,-20.06302643,146.25961300,0,0,0,3,$0.00,0,0,QLD,http://www.emknowledge.gov.au/resource/?id=542,"$9,000,000.00",$0.00,Not known
