id,type,sub_type,name,description,year,lat,long,evacuated,homeless,injuries,deaths,insured_cost,homes_damaged,homes_destroyed,regions,url,severity,normalised_cost_2011,cost_2011_text
529,Transport,Air,Lockhart River Aircraft Crash,"Thirteen passengers and two crew members were killed on 7 May 2005, when a TransAir Metroliner aircraft crashed into rugged terrain. The aircraft was approaching the airstrip at Lockhart River airport, far north Queensland, when it crashed approximately 11 km north-west of its destination.  A Coroner's Report found that the Pilot of the aircraft approached the airport in a manner inconsistent with official regulations and the policies of the airline; flying too fast, too low and descending too quickly. The flight broke through the safe minimum altitude of 2060 ft, flying approximately 800 ft below it when it hit the mountain. Instead of a final approach speed of 117 to 130 knots, the aircraft was averaging 175 knots, and instead of descending at 1000 ft per minute, the aircraft was descending at 1700 ft per minute.  The aircraft hit the 500 m high hill at approximately 11.45 am and was destroyed by the impact forces and post impact fires.",2005,-12.78505993,143.30656430,0,0,0,15,$0.00,0,0,QLD,http://www.emknowledge.gov.au/resource/?id=529,"$45,000,000.00",$0.00,Not known
44,Transport,Air,Hot Air Balloon Crash,"At dawn on 13 August 1989, five hot air balloons were operating tourist flights approximately 25 km south of Alice Springs. Two of the hot air balloons, VH-WMS and VH-NMS, collided as VH-WMS descended and VH-NMS ascended. The envelope of the ascending VH-NMS struck the basket of the other hot air balloon, and a hole was torn in the fabric panels and seams. This caused VH-NMS to descend as hot air escaped and the envelope deflated rapidly. The basket then plummeted to the ground, killing its driver and the 12 passengers on board.",1989,-23.90529900,133.90514400,0,0,0,13,$0.00,0,0,NT,http://www.emknowledge.gov.au/resource/?id=44,"$39,000,000.00",$0.00,Not known
535,Transport,Air,Mt Emerald Jet Aircraft Crash,"On 11 May 1990, a Cessna 500 Astec Eagle aircraft conducting a charter passenger operation, crashed on the eastern slopes of Mt Emerald near Atherton. The impact killed 11 people; the pilot and ten passengers. ",1990,-17.20360947,145.40603640,0,0,0,11,$0.00,0,0,QLD,http://www.emknowledge.gov.au/resource/?id=535,"$33,000,000.00",$0.00,Not known
300,Transport,Air,Leonora Light Aircraft Crash,"On 16 December 1988, at approximately 1015 hours, a charter flight conducted by a Mitsubishi MU-2B-60 Marquis aircraft was en route from Leonora to Kalgoorlie via Leinster. The aircraft crashed on a property 55 km north-west of Leonora Airfield, Western Australia. The pilot and nine passengers were killed and the aircraft was destroyed by the impact and a subsequent fire.",1988,-28.48242300,120.98453500,0,0,0,10,$0.00,0,0,WA,http://www.emknowledge.gov.au/resource/?id=300,"$30,000,000.00",$0.00,Not known
244,Transport,Air,"Williamtown to Lord Howe Island, Light Aircraft Crash","On Sunday 2 October 1994, the pilot submitted a flight plan to the Melbourne Civil Aviation Authority indicating that Aero Commander 690 aircraft VH-SVQ would be conducting a regular public transport service, flight CD 111, from Sydney (Kingsford-Smith) Airport to Lord Howe Island with an intermediate landing at Williamtown.  The plane was manned by one pilot and arrived at Williamtown without incident. Upon take off, the pilot advised he would fly at a flight level of 210. The radar trace showed that the climb reached 20,400 ft at 1231 hours. Seconds later the aircraft commenced descent. The last recorded radar trace for SVQ was at 19,800 ft at 1232. At 1245, the pilot stated that the aircraft was maintaining a flight level of 160. No explanation of the amended level was given by the pilot or sought by Sydney Flight Service.  The pilot reported a severe vibration which he thought was caused by airframe or propeller icing. He also confirmed that he had turned the propeller heat on. Communications were lost. At 1325 an uncertainty phase was declared and the Melbourne Rescue Co-ordination Centre made arrangements for search and rescue. A distress phase was declared at 1411.  As a result of this incident nine people were killed. Only a small part of the plane was recovered in the search.",1994,-31.57853508,156.85180660,0,0,0,9,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=244,"$27,000,000.00",$0.00,Not known
356,Transport,Air,Spencer Gulf Light Aircraft Crash,"On 31 May 2000, Piper Chieftain, VH-MZK, was on a regular public transport service from Adelaide to Whyalla, South Australia. One pilot and seven passengers were on board. The aircraft departed early evening and the pilot was cleared to track direct to Whyalla at 6,000 ft. The entire flight was conducted in darkness. The aircraft reached 6,000 ft and proceeded apparently normally at that altitude on the direct track to Whyalla. At approximately 1900 hours the pilot transmitted a MAYDAY report indicating both engines of the aircraft had failed, that there were eight persons on board and that he was going to have to ditch the aircraft, but was trying to reach Whyalla. About three minutes later, the pilot reported his position off the coast from Whyalla.  The crew of another aircraft heard an emergency locater transmitter (ELT) signal for 10-20 seconds, several minutes later then there was no more contact. The aircraft was located several days later on the sea-bed. Of the eight on board there were no survivors.",2000,-34.23224258,136.98028560,0,0,0,8,$0.00,0,0,SA,http://www.emknowledge.gov.au/resource/?id=356,"$24,000,000.00",$0.00,Not known
369,Transport,Air,Golden Grove Light Aircraft Crash,"On 13 July 1972 the Piper PA3I-3K aircraft was engaged to operate a charter flight for Santos Ltd. The aircraft was owned and operated by Ansett Transport Industries (Operations) Pty. Ltd. trading as Ansett General Aviation. The aircraft was en route from Adelaide to Moomba and had seven passengers on board along with the pilot. When the aircraft was indicated to be approximately 14 miles from Adelaide the radar ceased to register the flight on the display screen.  A number of witnesses in the Golden Grove area, thirteen miles north-east of Adelaide, heard the sound of an approaching aircraft but could not initially see it due to low cloud. Some witnesses saw the aircraft emerge from the base of the cloud or observed it on a descending flight path immediately before it struck the ground. The aircraft disintegrated on impact. All eight on board the flight were killed.",1972,-34.79287338,138.69337460,0,0,0,8,$0.00,0,0,SA,http://www.emknowledge.gov.au/resource/?id=369,"$24,000,000.00",$0.00,Not known
190,Transport,Air,"Essendon Melbourne, Light Aircraft Crash","On 10 July 1978, the Partenavia P68B aircraft with a crew of two and one passenger aboard, took off from Runway 26 at Essendon Airport, Victoria, and climbed to a height of 200 to 250 feet. One engine failed and the aircraft descended and crashed into houses 286 m beyond the western end of the runway. One house was destroyed by explosion and ensuing fire and two other houses were damaged. Six persons on the ground were killed, and one person received minor injuries. The aircraft was destroyed and the three occupants were seriously injured.",1978,-37.71876144,144.89704900,0,0,4,6,$0.00,2,1,VIC,http://www.emknowledge.gov.au/resource/?id=190,"$20,000,000.00",$0.00,Not known
211,Transport,Air,Koolan Island Light Aircraft Crash,"The Cessna 210M was en route from Koolan Island to Derby on 23 December 1984 with five passengers and the pilot on board. The aircraft became airborne approximately 54 m before the end of the runway. It was seen to descend into a small ravine off the end of the runway, then climb steeply and strike power lines before impacting the ground in a near vertical nose down attitude. All on board died.    ",1984,-16.12482000,123.78278700,0,0,0,6,$0.00,0,0,WA,http://www.emknowledge.gov.au/resource/?id=211,"$18,000,000.00",$0.00,Not known
441,Transport,Air,Essendon Air Ambulance Crash,"On 3 September 1986 a Cessna 402 was in service to return patients home following their medical treatment. After an apparently normal take-off, the aircraft ceased climbing at about 100 ft. The pilot advised the tower that the left engine had failed, that he was feathering the propeller and would return for landing. The aircraft was seen to deviate to the left, towards power lines. The aircraft then suddenly veered to the left and subsequently struck the ground. A fire broke out on impact and destroyed much of the wreckage. The investigation of the accident was hampered by the extent of the fire damage. Six people died in the accident, five being patients. ",1986,-37.71876144,144.89704900,0,0,0,6,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=441,"$18,000,000.00",$0.00,Not known
