id,type,sub_type,name,description,year,lat,long,evacuated,homeless,injuries,deaths,insured_cost,homes_damaged,homes_destroyed,regions,url,severity,normalised_cost_2011,cost_2011_text
436,Transport,Rail,Redfern Train Collision,"On 31 October 1894 at approximately 9:30 am, a six carriage train was en route from Strathfield, terminating at Redfern. A warning was received because the 9:30 am train bound for Goulburn had ignored a stop signal. As a result, the trains collided causing significant damage and loss of life. There were 14 people killed and 27 people sustained injury.    ",1894,-33.89168549,151.19856260,0,0,27,14,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=436,"$55,500,000.00",$0.00,Not known
162,Transport,Rail,Southern Aurora,"In the late sixties the Southern Aurora was a premier express train travelling between Sydney and Melbourne. On the morning of 7 February 1969, it was Melbourne bound travelling at 120 km per hour with 190 passengers on board.  The Express crashed head on with an Albury bound goods train. The collision crushed the first two carriages of the Express, which held sleeping accommodation, and the third and fourth carriage were tossed from the track and landed on top of the locomotive. As the passengers from the Express were trying to leave the train an explosion occurred igniting fires in seven of the trains' carriages. Nine people died and 40 people were injured. Many passengers were located in the largely undamaged dining car for breakfast at the time of the collision and had only recently vacated the badly damaged sleeping cars, otherwise there would have been a much greater number of deaths and injuries. The Coroner found the driver of the Express died from a heart attack (he had a pre existing heart condition) just prior to the collision.",1969,-36.64189529,145.70706180,0,0,40,9,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=162,"$47,000,000.00",$0.00,Not known
198,Transport,Rail,Wokalup Train Crash,"On 6 November 1920 nine people were killed after a private mill train ran out of control down a steep gradient. The 32 wagon trail loaded with sleepers departed the Mornington Timber Mill en route for Wokalup 10 km away where it would then travel to Perth or Bunbury. The train was estimated to weigh 600 tonnes and only three wagons had vacuum brakes. The line to Wokalup was almost all downhill and shortly into the journey the train started to gather speed at an alarming rate. The train left the line on a sharp 'S' bend. Most of the 32 wagons were derailed with some lying on their side. Seven mill workers, the driver and fireman died.",1920,-33.17391205,115.86250310,0,0,0,9,$0.00,0,0,WA,http://www.emknowledge.gov.au/resource/?id=198,"$27,000,000.00",$0.00,Not known
108,Transport,Rail,Boronia Bus and Train Collision,"At approximately 8.45 pm on 1 June 1952, an electric train collided into a bus carrying more than 30 passengers at a level crossing in Boronia. Nine people were killed.",1952,-37.86028671,145.28440860,0,0,0,9,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=108,"$27,000,000.00",$0.00,Not known
112,Transport,Rail,Cootamundra Train Derailment,"On 25 January 1885, seven people were killed and more than 20 injured when the Melbourne to Sydney overnight express train heavily booked due to a race meet in Sydney the next day derailed.   Over 25 cm of rain had fallen in south-west New South Wales and washed away the culvert and railway track over Salt Clay Creek. When the track inspector realised the collapse of the track had occurred, attempts were made to contact the express train through Bethungra Station, however communication lines were down.   Due to the speed the train was going the locomotive almost made it across the gap. It crashed into the opposite bank of the creek. The carriages behind jack-knifed while the passengers were asleep. Help was raised from Cootamundra with a doctor and a chemist quickly arriving at the scene. Injured passengers were later transported to Goulburn Hospital when Cootamundra could no longer cope. The Railways Department was criticised in a later enquiry for building such a small culvert, insufficient to carry the volumes of water that occurred in the flash flood.",1885,-34.65298080,148.01460270,0,0,20,7,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=112,"$31,000,000.00",$0.00,Not known
144,Transport,Rail,Glenbrook (Blue Mountains) Railway Accident,"On 2 December at 8:22 am, a State Rail Authority inter urban train collided with the rear of the Indian Pacific tourist train. The accident occurred on the main western line east of Glenbrook railway station, in the Blue Mountains west of Sydney. Dozens of passengers on both trains sustained injuries. Fifty one passengers required hospitalisation. Exensive damage occurred to both trains, including disruption to the rail network.  The Government established a Special Commission of Inquiry on 9 December 1999, and appointed The Honourable Mr Acting Justice Peter McInerney as Commissioner.  The interim report uncovered 23 causes and factors contributing to the crash, including signal failures and poor communication between drivers and signallers. The final report was delivered in April 2001, out of the 95 recommendations to improve rail safety in NSW, 93 were accepted by the State Government.",1999,-33.76890945,150.62048340,0,0,51,7,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=144,"$46,500,000.00",$0.00,Not known
185,Transport,Rail,Sydenham Train Derailment,"On 15 February 1901, a railway accident occurred at Sydenham close to Tempe station. An inquest was established several months later to determine the cause for the incident. It concluded that several engine defects combined with high speed created conditions for accident to occur. As a result 30 people sustained various injuries and seven people died.",1901,-33.92403412,151.15650940,0,0,30,7,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=185,"$36,000,000.00",$0.00,Not known
531,Transport,Rail,Bogantungan Railway Accident,"During late February, areas around Bogantungan and Alpha experienced heavy rainfalls resulting in floods.  At Medway Creek west of Bogantungan, the river flowed under the rail bridge which was lined with old gum trees. Overnight on 25 February, a 12 tonne gum tree was swept into the creek, dislodging the pile that supported the 64 m stone and timber rail bridge.  Shortly after 2.30 am on 26 January, the bridge collapsed as the Rockhampton-bound Midlander passed over it. The first of the two locomotives cleared the bridge but derailed and the C17, generator car and two sleeping carriages derailed and fell into the creek 7.6 m below.  A total of seven people were killed (four passengers and three crew) and 43 people injured. ",1960,-23.63571739,147.29370120,0,0,43,7,$0.00,0,0,QLD,http://www.emknowledge.gov.au/resource/?id=531,"$42,500,000.00",$0.00,Not known
40,Transport,Rail,Brooklyn Train Collision,"On 6 May 1990, a Sydney-bound commuter train travelling from Newcastle crashed into the rear of a stalled chartered steam train. The 3801 locomotive, also bound for Sydney, had stopped on a rise from the Hawkesbury River and was building up steam to get up the grade (Cowan Bank) when the Sydney bound train emerged from the Boronia tunnel near Brooklyn and collided with the 3801.  The accident happened 5 km south of the Brooklyn Bridge, between the Hawkesbury River and the town of Cowan. A total of 93 people were injured and six people died. The front of the four-carriage Sydney train was derailed in the accident.  An interim ban was placed on the use of steam locomotives on the New South Wales railway system.  A Coronial inquiry found that a railway signal fault occurred due to sand being dumped on the rail by the driver of 3801 to provide traction when the train went into a violent wheel-spin as it approached the Boronia tunnel. A handbrake in one of the steam train's carriages may have been partially applied, the inquiry found, to cause the train to slow down. Just outside the tunnel, the driver opened the valve to full throttle and the steam train pulled to a complete stop and more sand was applied to the rails.  While the 3801 was attempting to climb the hill, the Sydney - Newcastle train was stopped at a red signal on the other side of the tunnel. The lights apparently fluctuated from red to green seemingly because of sand on the rails. When the lights stayed permanently on the green the urban train moved forward through the tunnel, when the crash with 3801 occurred. The force of the impact destroyed the last carriage of the historic train and demolished the front carriage of the Sydney train.  Those involved in the incident were cleared of blame, however, it was said that although the signals had tested satisfactorily, the sand applied to the line by 3801 may have caused them to malfunction on the day.",1990,-33.54511642,151.22560120,0,0,93,6,$0.00,0,0,NSW,http://www.emknowledge.gov.au/resource/?id=40,"$64,500,000.00",$0.00,Not known
525,Transport,Rail,Murphy's Creek Train Collision,"On 30 January 1913, a livestock and goods train due to leave Toowoomba at 8.50 pm for Brisbane, was partly derailed a short distance on the Toowoomba side of Murphy's Creek at 10.30 pm. Seventeen wagons left the rails, and several, going over the embankment, were badly smashed. As there was much debris on the track, a breakdown train was sent to the scene to assist with the clean up. While this was underway a further relief passenger train was sent to transport stranded passengers and the overdue mail. This train collided with the breakdown train pushing it forward and crashing into a number of carriages that workmen were attempting to restore onto the rails. Six people were killed and others injured as a result of the collision.",1913,-27.45425606,152.04995730,0,0,0,6,$0.00,0,0,QLD,http://www.emknowledge.gov.au/resource/?id=525,"$18,000,000.00",$0.00,Not known
538,Transport,Rail,Tamaree Train Crash,"On 18 October 1947, at approximately 12.55 am, a Brisbane bound Rockhampton train carrying 300 passengers collided with a stationary Townsville mail train carrying 200. The Rockhampton train was travelling between 15 and 20 miles per hour, however the impact forced the stationary train back more than 100 ft. Both engines were locked together and derailed. Three carriages were overturned and two telescoped. Six people were killed and 15 injured.",1947,-26.13120270,152.66450500,0,0,15,6,$0.00,0,0,QLD,http://www.emknowledge.gov.au/resource/?id=538,"$25,500,000.00",$0.00,Not known
318,Transport,Rail,Horsham Train and Bus Collision,"On 24 February 1951, a bus and train collided at a level crossing near Horsham, Victoria. Eleven passengers on the tourist bus died.",1951,-36.50918961,142.10403440,0,0,0,11,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=318,"$33,000,000.00",$0.00,Not known
468,Transport,Rail,Wodonga Train and Bus Collision,"On 8 May 1943, a train and a bus collided on a level crossing near Wodonga. In total 25 people died; 24 soldiers and the bus driver.",1943,-36.09960200,146.82549500,0,0,0,25,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=468,"$75,000,000.00",$0.00,Not known
16,Transport,Rail,Kerang Train and Truck Collision,"On 5 June 2007 the V/Line passenger train 8042 was struck by a loaded semi - trailer at a level crossing on the Murray Valley Highway approximately six km north-west of Kerang. The train was en route from Swan Hill to Melbourne and the semi-trailer was on a regular freight run from Wangaratta Victoria to Adelaide South Australia. When the incident occurred the level crossings flashing lights and warning bells were operating.  The semi-trailer collided with the second passenger car of the three passenger car train. A large section of the body-side was torn away by the truck trailer and several seats on the right side of the car were torn from their mountings. The truck trailer then struck the front right corner of the third car breaching the occupied area. The draft yoke connecting the second and third cars fractured and the third car derailed both cars. Eleven train passengers died and a further 14 and the truck driver were injured.  The incident was reported by the train driver and others at the scene and the emergency service unit arrived on site at 1350 hours.  The Murray Valley Highway was opened to normal road traffic on 8 June 2007 and the rail line was re-opened on 12 June 2007.  A coroner&rsquo;s inquest in 2013 resulted in 25 recommendations, including changes to level crossing warnings and emergency response procedures.    ",2007,-35.76305389,143.93858340,0,0,14,11,$0.00,0,0,VIC,http://www.emknowledge.gov.au/resource/?id=16,"$40,000,000.00",$0.00,Not known
